datetime,symbol,open,high,low,close,volume
2020-07-12 23:01:00,MARKETSCOM:RIPPLE,0.1963,0.2017,0.1877,0.1936,0.0
2020-07-13 23:00:00,MARKETSCOM:RIPPLE,0.1936,0.1946,0.19,0.194,0.0
2020-07-14 23:00:00,MARKETSCOM:RIPPLE,0.194,0.1948,0.1914,0.1921,0.0
2020-07-15 23:00:00,MARKETSCOM:RIPPLE,0.1921,0.1924,0.1836,0.1894,0.0
2020-07-17 23:00:00,MARKETSCOM:RIPPLE,0.1894,0.193,0.1862,0.1895,0.0
2020-07-19 23:01:00,MARKETSCOM:RIPPLE,0.1948,0.1953,0.1872,0.1898,0.0
2020-07-20 23:00:00,MARKETSCOM:RIPPLE,0.1898,0.1961,0.189,0.1946,0.0
2020-07-21 23:00:00,MARKETSCOM:RIPPLE,0.1946,0.1998,0.1913,0.1992,0.0
2020-07-22 23:00:00,MARKETSCOM:RIPPLE,0.1992,0.2055,0.1969,0.2036,0.0
2020-07-24 23:00:00,MARKETSCOM:RIPPLE,0.2037,0.2037,0.1971,0.1993,0.0
2020-07-26 23:01:00,MARKETSCOM:RIPPLE,0.2104,0.2246,0.205,0.2198,0.0
2020-07-27 23:00:00,MARKETSCOM:RIPPLE,0.2198,0.23,0.2125,0.2258,0.0
2020-07-28 23:00:00,MARKETSCOM:RIPPLE,0.2258,0.245,0.2249,0.2385,0.0
2020-07-29 23:00:00,MARKETSCOM:RIPPLE,0.2386,0.2448,0.2323,0.2395,0.0
2020-07-31 23:00:00,MARKETSCOM:RIPPLE,0.2395,0.2562,0.2371,0.2549,0.0
2020-08-02 23:01:00,MARKETSCOM:RIPPLE,0.2832,0.315,0.2795,0.3053,0.0
2020-08-03 23:00:00,MARKETSCOM:RIPPLE,0.3053,0.3144,0.2865,0.2967,0.0
2020-08-04 23:00:00,MARKETSCOM:RIPPLE,0.2967,0.3036,0.2863,0.2978,0.0
2020-08-05 23:00:00,MARKETSCOM:RIPPLE,0.2978,0.3064,0.2924,0.2983,0.0
2020-08-07 23:00:00,MARKETSCOM:RIPPLE,0.2983,0.3054,0.2761,0.2897,0.0
2020-08-09 23:01:00,MARKETSCOM:RIPPLE,0.283,0.2957,0.281,0.2898,0.0
2020-08-10 23:00:00,MARKETSCOM:RIPPLE,0.2898,0.3025,0.264,0.2779,0.0
2020-08-11 23:00:00,MARKETSCOM:RIPPLE,0.2779,0.2826,0.2673,0.2774,0.0
2020-08-12 23:00:00,MARKETSCOM:RIPPLE,0.2774,0.2907,0.2678,0.2901,0.0
2020-08-14 23:00:00,MARKETSCOM:RIPPLE,0.29,0.3024,0.2852,0.2955,0.0
2020-08-16 23:01:00,MARKETSCOM:RIPPLE,0.2997,0.3223,0.2924,0.3105,0.0
2020-08-17 23:00:00,MARKETSCOM:RIPPLE,0.3105,0.3167,0.2935,0.2979,0.0
2020-08-18 23:00:00,MARKETSCOM:RIPPLE,0.2979,0.3012,0.2741,0.285,0.0
2020-08-19 23:00:00,MARKETSCOM:RIPPLE,0.285,0.29,0.2797,0.2875,0.0
2020-08-21 23:00:00,MARKETSCOM:RIPPLE,0.2875,0.2908,0.2727,0.2743,0.0
2020-08-23 23:01:00,MARKETSCOM:RIPPLE,0.2799,0.287,0.2774,0.2837,0.0
2020-08-24 23:00:00,MARKETSCOM:RIPPLE,0.2837,0.2847,0.2653,0.2716,0.0
2020-08-25 23:00:00,MARKETSCOM:RIPPLE,0.2716,0.276,0.2692,0.2715,0.0
2020-08-26 23:00:00,MARKETSCOM:RIPPLE,0.2715,0.2734,0.2497,0.2597,0.0
2020-08-28 23:00:00,MARKETSCOM:RIPPLE,0.2597,0.2683,0.2551,0.2668,0.0
2020-08-30 23:01:00,MARKETSCOM:RIPPLE,0.278,0.2797,0.2731,0.2764,0.0
2020-08-31 23:00:00,MARKETSCOM:RIPPLE,0.2764,0.2942,0.2711,0.2905,0.0
2020-09-01 23:00:00,MARKETSCOM:RIPPLE,0.2904,0.2993,0.26,0.2711,0.0
2020-09-02 23:00:00,MARKETSCOM:RIPPLE,0.2711,0.2715,0.2351,0.2398,0.0
2020-09-04 23:00:00,MARKETSCOM:RIPPLE,0.24,0.2609,0.236,0.2491,0.0
2020-09-06 23:01:00,MARKETSCOM:RIPPLE,0.2349,0.238,0.2247,0.2371,0.0
2020-09-07 23:00:00,MARKETSCOM:RIPPLE,0.2371,0.2386,0.2259,0.2316,0.0
2020-09-08 23:00:00,MARKETSCOM:RIPPLE,0.2316,0.238,0.2282,0.2342,0.0
2020-09-09 23:00:00,MARKETSCOM:RIPPLE,0.2342,0.2438,0.234,0.2383,0.0
2020-09-11 23:00:00,MARKETSCOM:RIPPLE,0.2383,0.2396,0.2321,0.2378,0.0
2020-09-13 23:01:00,MARKETSCOM:RIPPLE,0.2414,0.2428,0.2398,0.2407,0.0
2020-09-14 23:00:00,MARKETSCOM:RIPPLE,0.2407,0.244,0.2375,0.2385,0.0
