symbol,open,high,low,close,volume,year,month,day
BINANCE:DOTUSD,16.79872537,17.12134263,16.1168129,16.56392687,2510020.27593568,2021,1,30
BINANCE:DOTUSD,16.56086447,17.58722217,15.60164282,16.14485056,2834550.88604187,2021,1,31
BINANCE:DOTUSD,16.13194134,16.60781613,15.66289822,16.44467945,2813773.95058156,2021,2,1
BINANCE:DOTUSD,16.43993866,17.69797713,16.0242034,17.19178655,4341409.7008798,2021,2,2
BINANCE:DOTUSD,17.18853716,20.97268001,16.79570568,20.87435892,8117614.248431,2021,2,3
BINANCE:DOTUSD,20.90370416,21.78120712,18.89646001,19.70032486,5951857.69627609,2021,2,4
BINANCE:DOTUSD,19.69851661,21.40623489,19.34654006,20.84865381,3935602.98315248,2021,2,5
BINANCE:DOTUSD,20.85019668,21.41424729,19.7492412,20.41333553,4479888.25741592,2021,2,6
BINANCE:DOTUSD,20.41325683,20.84787627,18.47080114,19.76622259,3812825.48254019,2021,2,7
BINANCE:DOTUSD,19.78996462,23.75234071,19.2013776,23.03314771,8763350.24486995,2021,2,8
BINANCE:DOTUSD,23.00378446,24.17527808,22.21742233,23.11605425,6076009.29446969,2021,2,9
BINANCE:DOTUSD,23.13245327,24.92087353,21.87559185,23.59801958,6344496.33603002,2021,2,10
BINANCE:DOTUSD,23.59884298,25.75605579,23.22725738,25.00427947,7551227.0088871,2021,2,11
BINANCE:DOTUSD,25.02580802,29.81859712,24.42159079,28.72661984,7905353.49766203,2021,2,12
BINANCE:DOTUSD,28.71237445,30.30836375,27.19928419,28.01588029,4908688.79044929,2021,2,13
BINANCE:DOTUSD,28.02150898,29.46756624,26.41374104,26.8824656,3774217.84030756,2021,2,14
BINANCE:DOTUSD,26.90252429,29.55277065,23.14392282,27.82241913,7362004.07661639,2021,2,15
BINANCE:DOTUSD,27.82666216,31.0470266,26.82789056,30.11519434,8522221.73017341,2021,2,16
BINANCE:DOTUSD,30.10091268,32.49277813,29.52267874,32.01071784,6152530.80865051,2021,2,17
BINANCE:DOTUSD,31.99886583,32.65222237,30.50390063,31.11658947,2234617.31608954,2021,2,18
BINANCE:DOTUSD,31.11747039,35.11680937,29.41134378,34.89058461,4861490.47162355,2021,2,19
BINANCE:DOTUSD,34.89199815,42.36078089,34.66334628,38.99813626,8838290.70789211,2021,2,20
BINANCE:DOTUSD,39.00282591,40.80404287,37.99623393,39.68618029,4917394.65840014,2021,2,21
BINANCE:DOTUSD,39.63566085,39.82584052,29.96504761,37.69248813,5182360.76939623,2021,2,22
BINANCE:DOTUSD,37.7168693,37.84666845,25.92658807,34.54322602,6166021.52757065,2021,2,23
BINANCE:DOTUSD,34.55039326,36.94992739,31.8472419,33.67949586,3644046.25693562,2021,2,24
BINANCE:DOTUSD,33.66717446,35.31691191,30.86255753,31.22482926,2294007.30768922,2021,2,25
BINANCE:DOTUSD,31.18421527,33.58645891,27.94412999,31.47525928,4607276.72922091,2021,2,26
BINANCE:DOTUSD,31.47763979,35.92423898,31.30712587,33.47476892,6202714.53134269,2021,2,27
BINANCE:DOTUSD,33.4949922,34.65439612,29.67144137,33.86655068,3129418.49330214,2021,2,28
BINANCE:DOTUSD,33.86551757,35.76984223,33.03155506,35.66692206,2933433.15082406,2021,3,1
BINANCE:DOTUSD,35.66183979,37.9866048,34.38305529,36.18638708,2766668.11057228,2021,3,2
BINANCE:DOTUSD,36.19916283,38.74764927,36.07390993,37.08654761,2197966.92706609,2021,3,3
BINANCE:DOTUSD,37.08002164,38.45885584,34.27819676,35.22498004,2273675.37542269,2021,3,4
